A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,Class
0.1932,0.2943,0.2983,0.0403,0.2497,0.2942,0.2189,0.0394,0.2627,0.2612,0.3273,0.0413,0.0004,0.5163,0.4188,0.6568,0.5668,0.5004,0.5035,0.633,0.3084,0.6591,0.6542,0.3556,0.0004,0.5596,0.2353,0.4914,0.3092,0.3333,0.305,0.5746,0.479,0.7638,0.6014,0.3501,-1
0.0499,0.4452,0.1149,0.0293,0.0565,0.4162,0.1166,0.0305,0.0591,0.372,0.1812,0.0351,0.0077,0.2757,0.2,0.4742,0.2971,0.2379,0.3044,0.366,0.3175,0.4371,0.4069,0.3698,0.0077,0.3072,0.0635,0.3893,0.1089,0.047,0.1259,0.1531,0.2619,0.4486,0.4675,0.235,-1
0.0801,0.3301,0.2932,0.0141,0.1183,0.3128,0.2325,0.0063,0.1215,0.2834,0.3448,0.0071,0.0099,0.3347,0.2686,0.4722,0.4336,0.238,0.2711,0.3505,0.3978,0.5336,0.5376,0.445,0.0099,0.3359,0.3439,0.4699,0.0956,0.108,0.1299,0.1568,0.1312,0.6284,0.7041,0.3181,-1
0.4014,0.2487,0.3763,0.0269,0.5529,0.2582,0.2835,0.0229,0.5201,0.2517,0.3399,0.0232,0.0002,0.5924,0.2077,0.7435,0.7087,0.5267,0.6142,0.6529,0.3929,0.6511,0.8388,0.477,0.0002,0.6301,0.2725,0.6729,0.6788,0.5575,0.4961,0.446,0.3244,0.7875,0.8106,0.3836,-1
0.089,0.4027,0.1098,0.0305,0.1174,0.4022,0.1181,0.0252,0.1405,0.2914,0.2469,0.0407,0.0015,0.3446,0.2458,0.6351,0.4502,0.2516,0.2675,0.5092,0.4615,0.4673,0.4388,0.0381,0.0015,0.3954,0.1459,0.4287,0.4707,0.1186,0.0735,0.0886,0.3473,0.5237,0.5122,0.4285,-1
0.0909,0.3322,0.1462,0.0476,0.095,0.2932,0.1399,0.0133,0.1091,0.2275,0.2197,0.0208,0.0012,0.392,0.2913,0.6485,0.517,0.3636,0.265,0.4762,0.5223,0.5302,0.3836,0,0.0012,0.4168,0.1249,0.5439,0.4062,0.2831,0.0986,0.2708,0.3491,0.5405,0.6132,0,-1
0.1204,0.5077,0.1539,0.2256,0.1507,0.5077,0.1742,0.2381,0.1436,0.4424,0.2575,0.2438,0.0006,0.3928,0.1443,0.6069,0.4017,0.4186,0.4052,0.5192,0.3521,0.5112,0.5694,0.4403,0.0006,0.4119,0.1269,0.4485,0.3058,0.2081,0.2507,0.3115,0.2639,0.5931,0.5034,0.233,-1
0.1143,0.443,0.1535,0.0829,0.1557,0.4676,0.1762,0.0716,0.153,0.4074,0.2188,0.0766,0.0006,0.4326,0.2188,0.6533,0.6645,0.5987,0.4006,0.4197,0.3052,0.392,0.5637,0.3598,0.0006,0.4373,0.0971,0.6375,0.5713,0.4742,0.1592,0.3021,0.1933,0.5586,0.5801,0.2016,-1
0.0863,0.4693,0.246,0.0541,0.1286,0.456,0.1769,0.0607,0.1159,0.4781,0.258,0.0609,0.0027,0.4584,0.2904,0.6619,0.5038,0.306,0.3453,0.4891,0.3838,0.6826,0.7436,0.5081,0.0027,0.4598,0.216,0.3881,0.3572,0.1292,0.2204,0.2818,0.2006,0.6768,0.7155,0.3634,-1
0.0653,0.3958,0.2507,0.0155,0.0916,0.3707,0.1767,0.0106,0.0819,0.3905,0.2196,0.0109,0.0025,0.4257,0.2167,0.6838,0.5079,0.3286,0.2527,0.4858,0.4723,0.6978,0.609,0.4359,0.0025,0.4455,0.098,0.4932,0.1842,0.1613,0.1773,0.3425,0.3707,0.9185,0.5193,0.2382,-1
0.1937,0.4018,0.2222,0.3213,0.208,0.4265,0.1862,0.2933,0.2105,0.3466,0.2809,0.3112,0.0012,0.3959,0.2595,0.6346,0.4485,0.3007,0.3499,0.4299,0.3265,0.5463,0.4519,0.4677,0.0012,0.5116,0.1015,0.5056,0.2845,0.1668,0.2761,0.3376,0.3022,0.4766,0.6485,0.5069,-1
0.2244,0.2371,0.3875,0.092,0.2807,0.2579,0.3053,0.075,0.2833,0.2298,0.456,0.0757,0.0009,0.4207,0.2937,0.6892,0.5941,0.3999,0.4049,0.5119,0.3585,0.4865,0.2544,0.3981,0.0009,0.4995,0.2069,0.5948,0.4601,0.2193,0.22,0.3234,0.3144,0.5069,0.6722,0.1857,-1
0.2486,0.3025,0.2007,0.0749,0.2834,0.333,0.1744,0.0719,0.268,0.3197,0.2098,0.0827,0.0029,0.5006,0.3568,0.6889,0.6654,0.4763,0.5056,0.5384,0.3712,0.5342,0.6175,0.3624,0.0029,0.5358,0.3057,0.5253,0.5207,0.333,0.323,0.3044,0.339,0.616,0.5821,0.2866,-1
0.1235,0.4771,0.2417,0.0316,0.1648,0.5019,0.1574,0.0227,0.1787,0.4084,0.2802,0.024,0.001,0.3911,0.2943,0.4968,0.4933,0.4966,0.4135,0.4932,0.4423,0.4461,0.5153,0.0984,0.001,0.4106,0.1715,0.3641,0.1733,0.2295,0.0895,0.2931,0.2321,0.5623,0.4477,0.1282,-1
0.122,0.431,0.1414,0.058,0.1489,0.4729,0.1595,0.0424,0.1587,0.3973,0.2572,0.0438,0.001,0.463,0.0055,0.5121,0.5518,0.551,0.5497,0.6206,0.3964,0.5596,0.5087,0.3108,0.001,0.524,0.3126,0.4594,0.3162,0.3443,0.2638,0.3876,0.3096,0.5814,0.5156,0.1827,-1
0.4414,0.1584,0.3104,0.0777,0.4988,0.1655,0.2865,0.0617,0.4605,0.1987,0.3567,0.0642,0.0013,0.6098,0.3377,0.7091,0.7035,0.5638,0.6519,0.7324,0.5049,0.5433,0.6979,0.4727,0.0013,0.6705,0.3234,0.6911,0.7401,0.4031,0.6561,0.7677,0.4012,0.6951,0.6261,0.2658,-1
0.3435,0.163,0.3017,0.0991,0.418,0.18,0.2892,0.0428,0.3921,0.1965,0.3413,0.0498,0.0012,0.5722,0.3171,0.72,0.6987,0.5614,0.5431,0.684,0.4653,0.536,0.6388,0.5634,0.0012,0.6311,0.2267,0.6107,0.4721,0.4512,0.5062,0.4611,0.43,0.5762,0.684,0.27,-1
0.478,0.1554,0.3217,0.0627,0.5945,0.1146,0.342,0.0676,0.5957,0.1226,0.4888,0.0705,0.0049,0.5671,0.2913,0.7914,0.6705,0.5179,0.5746,0.4909,0.3767,0.6793,0.8968,0.562,0.0049,0.5841,0.1472,0.6405,0.6262,0.3891,0.4265,0.3199,0.4362,0.6532,0.662,0.3824,-1
0.5031,0.1065,0.3845,0.1736,0.6627,0.0774,0.4113,0.1137,0.6629,0.0914,0.5588,0.1192,0.0071,0.7102,0.1711,0.896,0.9517,0.9041,0.5394,0.5568,0.5667,0.7602,0.8215,0.6276,0.0071,0.8086,0.1857,0.8525,0.9648,0.7462,0.3258,0.368,0.5603,0.7252,0.7974,0.1975,-1
0.2927,0.1077,0.4344,0.0177,0.3724,0.1493,0.3272,0.0182,0.3436,0.1977,0.412,0.0178,0.0012,0.6031,0.3756,0.8181,0.8162,0.6294,0.2901,0.3025,0.4723,0.8132,1,0.634,0.0012,0.617,0.1831,0.7143,0.7258,0.6772,0,0.0621,0.288,0.9551,0.9289,0.3899,-1
0.3076,0.1919,0.4598,0.0603,0.3989,0.25,0.3278,0.0459,0.3719,0.3368,0.4182,0.048,0.0019,0.5601,0.2037,0.7103,0.7895,0.4923,0.3718,0.2856,0.5354,0.8343,0.8496,0.58,0.0019,0.5643,0.1081,0.3129,0.7387,0.2996,0.2085,0,0.3066,0.7918,0.8733,0.4909,-1
0.2497,0.1753,0.2672,0.0857,0.3064,0.1841,0.2529,0.0139,0.2852,0.2156,0.3386,0.0179,0.0025,0.537,0.3286,0.7288,0.7149,0.4899,0.3335,0.5209,0.5783,0.7303,0.7101,0.2839,0.0025,0.5422,0.2341,0.5733,0.4571,0.3228,0.1804,0.3394,0.4797,0.9212,0.7866,0.2593,-1
0.2029,0.1391,0.2817,0.0329,0.2445,0.1371,0.2929,0.0194,0.2215,0.1797,0.3617,0.0202,0.0023,0.5555,0.1358,0.6303,0.6841,0.4795,0.3837,0.4373,0.5926,0.7135,0.9934,0.4941,0.0023,0.5871,0.1866,0.5294,0.4796,0.235,0.1895,0.1619,0.358,0.8295,0.8922,0.3613,-1
0.3121,0.1339,0.424,0.0177,0.3438,0.136,0.2941,0.0222,0.3401,0.1313,0.4222,0.0225,0.029,0.3348,0.1503,0.7178,0.2212,0.3851,0.4683,0.394,0.1963,0.3111,0.4873,0.5381,0.029,0.4093,0.1036,0.4301,0,0.201,0.2272,0.1312,0,0.7039,0.6159,0.2629,-1
0.4027,0.1697,0.5118,0.0972,0.4543,0.1991,0.4182,0.1139,0.4437,0.1976,0.5299,0.117,0.0344,0.3386,0.2396,0.6137,0.2352,0.3443,0.3823,0.3051,0.3047,0.4795,0.5742,0.5145,0.0344,0.4085,0.133,0.4767,0.1487,0.2351,0.1417,0.0514,0.0529,0.4548,0.7836,0.4696,-1
0.2881,0.3635,0.1437,0.0598,0.3601,0.3731,0.1452,0.0557,0.3459,0.3639,0.2349,0.0602,0.001,0.542,0.4395,0.6213,0.6159,0.567,0.4666,0.6422,0.4839,0.6221,0.6001,0.4241,0.001,0.5882,0.1694,0.6752,0.6368,0.5006,0.4904,0.5275,0.6893,0.8431,0.7868,0.4009,-1
0.2069,0.1242,0.2504,0.0294,0.228,0.1223,0.242,0.0095,0.2256,0.1231,0.3305,0.0124,0.0031,0.3885,0.1971,0.6164,0.5574,0.5273,0.3101,0.3177,0.3992,0.5876,0.4485,0.1723,0.0031,0.4325,0.2047,0.4287,0.3204,0.2856,0.1262,0.0489,0.28,0.5765,0.4172,0.3395,-1
0.272,0.1524,0.2529,0.0958,0.3313,0.1472,0.2382,0.0209,0.3299,0.1456,0.3662,0.0249,0.0029,0.4064,0.1895,0.5421,0.5607,0.4104,0.2998,0.5889,0.3752,0.5413,0.5211,0.2178,0.0029,0.4411,0.0773,0.3442,0.2365,0.2298,0.1324,0.2545,0.3173,0.4656,0.4318,0.2258,-1
0.3188,0.4237,0.1384,0.0465,0.442,0.4488,0.1578,0.0532,0.424,0.4019,0.2294,0.0596,0.0008,0.536,0.2509,0.6597,0.6648,0.5514,0.4827,0.5101,0.5531,0.6015,0.6996,0.4234,0.0008,0.5676,0.1382,0.6785,0.7266,0.4315,0.4305,0.562,0.5847,0.8653,0.6959,0.3121,-1
0.2207,0.4373,0.1488,0.0746,0.2542,0.4371,0.1457,0.0456,0.235,0.4188,0.1765,0.0478,0.0018,0.436,0.3671,0.5917,0.5941,0.4152,0.3046,0.5038,0.3853,0.4942,0.6601,0.4303,0.0018,0.4452,0.1914,0.5775,0.588,0.265,0.2465,0.2978,0.4607,0.8461,0.7219,0.0653,-1
0.2349,0.5056,0.124,0.0598,0.3076,0.5208,0.1202,0.0596,0.2866,0.4848,0.1659,0.065,0.0006,0.4633,0.2355,0.7051,0.6139,0.3941,0.3955,0.4686,0.4496,0.503,0.7186,0.3868,0.0006,0.4852,0.0682,0.7126,0.6386,0.2472,0.2955,0.395,0.4401,0.7787,0.8305,0.3091,-1
0.2131,0.2611,0.2188,0.0316,0.2719,0.2616,0.2204,0.0171,0.2767,0.2367,0.3604,0.019,0.0043,0.4286,0.1717,0.6708,0.5673,0.6855,0.5954,0.3267,0.2942,0.366,0.4787,0.3184,0.0043,0.4341,0.4942,0.506,0.4819,0.5692,0.3165,0.0745,0.226,0.3915,0.3984,0.1436,-1
0.074,0.3775,0.1551,0.0636,0.0594,0.3589,0.1333,0.0131,0.0602,0.3211,0.2053,0.0183,0.0061,0.3815,0.1363,0.4855,0.4786,0.6092,0.5872,0.3914,0.2637,0.3991,0.3991,0.3714,0.0061,0.4305,1,0.415,0.4051,0.4932,0.5257,0.0942,0.1858,0.4238,0.5563,0.2609,-1
0.0331,0.8028,0.0614,0.0717,0.0299,0.8462,0.0363,0.0686,0.0239,0.79,0.0857,0.0784,0.0027,0.2466,0.1476,0.505,0.4133,0.2817,0.2328,0.3017,0.2487,0.346,0.3325,0.2546,0.0027,0.2598,0.1074,0.5253,0.4603,0.2208,0.0792,0.133,0.1815,0.4959,0.2966,0.334,-1
0.1544,0.453,0.1068,0.0056,0.2061,0.448,0.1036,0.0027,0.2188,0.3484,0.1893,0.006,0.0006,0.4906,0.2108,0.5486,0.6423,0.6007,0.5648,0.518,0.3626,0.4988,0.6005,0.4147,0.0006,0.5136,0.0897,0.489,0.5219,0.5002,0.5224,0.4766,0.3671,0.6198,0.5285,0.3159,-1
0.0114,1,0,0.0298,0.0051,1,0,0.0353,0,0.8884,0,0.0426,0.0006,0.3112,0.1446,0.4832,0.5177,0.321,0.2958,0.3992,0.3578,0.3724,0.4329,0.2654,0.0006,0.3319,0.0627,0.5418,0.5688,0.2096,0.2219,0.2998,0.2454,0.7472,0.5157,0.4682,-1
0.1128,0.5921,0.067,0.0393,0.1426,0.5893,0.0907,0.0441,0.1477,0.4714,0.1547,0.0512,0.0014,0.3573,0.1524,0.5293,0.5019,0.4859,0.4049,0.4522,0.3348,0.3872,0.3998,0.2478,0.0014,0.3823,0.1581,0.4801,0.5121,0.2985,0.271,0.1959,0.2299,0.4899,0.4606,0.2237,-1
0.1933,0.2749,0.3402,0.0055,0.2609,0.2699,0.2477,0.0005,0.2763,0.2232,0.3938,0.0008,0.0006,0.5012,0.2851,0.6676,0.5747,0.6022,0.5091,0.5845,0.3992,0.5245,0.5294,0.4174,0.0006,0.5405,0.2292,0.5361,0.5073,0.4813,0.3701,0.3337,0.4054,0.5381,0.6088,0.3734,-1
0.1543,0.3144,0.1563,0.0326,0.2102,0.2637,0.161,0.0159,0.2207,0.221,0.3108,0.0206,0.0111,0.4737,0.3148,0.7304,0.5858,0.4925,0.5529,0.5669,0.3982,0.2783,0.5953,0.3986,0.0111,0.4929,0.2783,0.6627,0.4734,0.3297,0.3754,0.3705,0.2439,0.5126,0.7492,0.3002,-1
0.378,0.4057,0.3151,0.1477,0.4939,0.6115,0.3384,0.1488,0.431,0.7627,0.3407,0.1512,0.0023,0.5896,0.8902,0.6695,0.681,0.5539,0.4696,0.6329,0.4963,0.5781,0.6114,0.3525,0.0023,0.6241,0.141,0.5851,0.7391,0.3964,0.3235,0.6026,0.5955,0.7391,0.594,0.3838,-1
0.1391,0.2972,0.1863,0.0065,0.1877,0.2943,0.2018,0.004,0.1969,0.2447,0.3054,0.0085,0.0011,0.4036,0.1373,0.5361,0.5084,0.3645,0.5761,0.4623,0.2506,0.4246,0.5679,0.5491,0.0011,0.4114,0.1797,0.4371,0.2157,0.273,0.4593,0.2134,0.0634,0.3758,0.6955,0.4638,-1
0.043,0.6605,0.0436,0.0187,0.0583,0.634,0.0575,0.0212,0.0655,0.528,0.1155,0.0294,0.0007,0.3019,0.1137,0.5163,0.556,0.4955,0.2749,0.3053,0.1669,0.4721,0.4143,0.2234,0.0007,0.3152,0.0966,0.515,0.4816,0.3737,0.1064,0.128,0.1378,0.6754,0.3509,0.247,-1
0.0929,0.3301,0.1735,0.057,0.1062,0.326,0.1679,0.057,0.1219,0.274,0.2839,0.0617,0.0011,0.3387,0.1229,0.4435,0.5213,0.3104,0.2735,0.3472,0.369,0.5382,0.4995,0.4345,0.0011,0.3606,0.086,0.2556,0.3609,0.144,0.1014,0.0879,0.2435,0.5906,0.4901,0.5396,-1
0.1985,0.3118,0.1934,0.0224,0.2551,0.2814,0.2095,0.0076,0.2485,0.2497,0.3113,0.0166,0.0031,0.5183,0.1102,0.8051,0.6982,0.5974,0.4708,0.5642,0.5008,0.4905,0.6779,0.3336,0.0031,0.5594,0.1453,0.5657,0.5985,0.4458,0.2945,0.3772,0.4767,0.6059,0.3618,0.0674,-1
0,0.5638,0.0897,0.0145,0,0.5198,0.1461,0.0146,0.0068,0.4458,0.1668,0.0195,0.0114,0.4042,0.1966,0.6143,0.6287,0.53,0.4901,0.5655,0.1305,0.2019,0.534,0.4323,0.0114,0.4143,0.1991,0.5076,0.3156,0.4208,0.3809,0.3615,0.0452,0.282,0.6031,0.479,-1
0.1439,0.2588,0.2821,0.2243,0.1546,0.2438,0.2732,0.2107,0.1551,0.233,0.3577,0.2205,0.0113,0.3727,0.2961,0.5808,0.6039,0.4771,0.2405,0.4435,0.2456,0.4445,0.457,0.4055,0.0113,0.4063,0.0827,0.4396,0.3975,0.1692,0.0383,0.2577,0.1311,0.4196,0.553,0.2914,-1
0.2258,0.3507,0.3192,0.041,0.3201,0.3974,0.2676,0.0451,0.3267,0.3207,0.3957,0.0465,0.0019,0.4209,0.1131,0.5876,0.5779,0.4483,0.537,0.5989,0.2398,0.4307,0.454,0.4024,0.0019,0.4266,0.0251,0.3762,0.3464,0.3656,0.5227,0.3405,0.1222,0.3658,0.4895,0.1344,-1
0.2654,0.2484,0.3635,0.0182,0.4116,0.2569,0.3386,0.0215,0.4244,0.228,0.5195,0.0221,0.002,0.4428,0.2333,0.6411,0.5337,0.6672,0.6027,0.5429,0.4555,0.2307,0.1728,0.307,0.002,0.4296,0.0851,0.3448,0.3284,0.4012,0.4192,0.3159,0.1676,0.1829,0.2344,1,-1
0.5397,0.3499,0.585,0.1464,0.7869,0.4363,0.6138,0.1751,0.7248,0.5594,0.7589,0.1866,0.0013,0.5768,1,0.6391,0.6604,0.5448,0.3315,0.4633,0.6013,0.7847,0.7928,0.3577,0.0013,0.5688,0.1492,0.3755,0.5672,0.2107,0.2781,0.277,0.4294,0.8675,0.8703,0.2791,-1
0.3169,0.2421,0.3741,0.1089,0.4125,0.2988,0.4318,0.1238,0.4106,0.3275,0.5585,0.1388,0.0007,0.5911,0.5108,0.7739,0.6985,0.5643,0.4046,0.4239,0.5723,0.8078,0.8002,0.4715,0.0007,0.6152,0.0183,0.5622,0.4893,0.2295,0.1718,0.3126,0.4233,0.9218,0.9158,0.3721,-1
0.32,0.297,0.2017,0.0241,0.4179,0.3309,0.184,0.025,0.417,0.2901,0.2854,0.0317,0.0006,0.4329,0.2595,0.5993,0.5258,0.3872,0.3281,0.4846,0.4867,0.5729,0.5792,0.4532,0.0006,0.4554,0.1502,0.5309,0.3947,0.2134,0.1626,0.2497,0.3053,0.6899,0.7133,0.2134,-1
0.4492,0.1887,0.401,0.0218,0.6373,0.2435,0.3255,0.0211,0.6393,0.2251,0.5052,0.0219,0.0017,0.5326,0.2653,0.7814,0.6227,0.5623,0.389,0.5254,0.5272,0.6109,0.7101,0.4023,0.0017,0.5252,0.1568,0.6923,0.4958,0.3793,0.0874,0.2926,0.3562,0.7276,0.6321,0.2658,-1
0.3629,0.1572,0.2901,0.0242,0.4656,0.144,0.298,0.0245,0.4297,0.1717,0.3508,0.0267,0.0009,0.6907,0.2976,0.7459,0.7496,0.8583,0.6557,0.5005,0.641,0.8266,0.8903,0.556,0.0009,0.7422,0.2481,0.6831,0.8227,0.8642,0.5854,0.3572,0.6927,0.955,0.8218,0.4587,-1
0.5661,0.0323,0.3522,0.0297,0.6593,0.0228,0.3487,0.0312,0.6365,0.0444,0.4543,0.0358,0.0027,0.7101,0.3726,0.8898,0.8384,0.5109,0.6285,0.704,0.6479,0.7933,0.9242,0.5172,0.0027,0.7947,0.2997,0.7929,0.7916,0.3557,0.4578,0.5206,0.7058,0.8046,0.787,0.355,-1
0.5923,0.0623,0.3534,0.056,0.7213,0.0356,0.3581,0.0421,0.6968,0.0565,0.4951,0.0426,0.0046,0.6202,0.3826,0.7765,0.6773,0.5073,0.5186,0.709,0.7164,0.6987,0.8129,0.2048,0.0046,0.6691,0.2252,0.7855,0.6158,0.312,0.3385,0.5982,0.5827,0.6339,0.6952,0.1926,-1
0.3811,0.0734,0.3675,0.029,0.4791,0.0632,0.4186,0.0253,0.4623,0.0951,0.5155,0.0305,0.0005,0.7635,0.5008,0.8307,0.8603,0.7035,0.661,0.5527,0.751,0.9367,0.96,0.5681,0.0005,0.7993,0.2191,0.6925,0.8256,0.5343,0.5877,0.2714,0.5092,0.9183,1,0.4912,-1
0.2264,0.2288,0.4244,0.0366,0.3034,0.2496,0.3669,0.0439,0.3108,0.2272,0.5215,0.0442,0.0017,0.4931,0.1902,0.5573,0.5382,0.5656,0.619,0.5386,0.3402,0.5218,0.6233,0.5067,0.0017,0.4956,0.0388,0.4231,0.2483,0.403,0.5228,0.2967,0.3194,0.5259,0.5931,0.2643,-1
0.2601,0.2751,0.339,0.0131,0.3903,0.2925,0.2935,0.0087,0.3789,0.275,0.3958,0.0092,0.0029,0.5822,0.2921,0.6754,0.6603,0.6668,0.5382,0.5947,0.6388,0.7011,0.6577,0.2384,0.0029,0.5777,0.1467,0.6717,0.6506,0.5667,0.3976,0.3218,0.5871,0.7638,0.7558,0.166,-1
0.1134,0.5596,0.0882,0.0675,0.156,0.5697,0.1033,0.0418,0.1623,0.5328,0.1575,0.0462,0.0052,0.4125,0.3902,0.5538,0.5302,0.4544,0.4369,0.5316,0.391,0.4127,0.3186,0.4889,0.0052,0.4194,0.2349,0.5177,0.425,0.3006,0.3315,0.3372,0.2845,0.4183,0.3374,0.3125,-1
0.251,0.3252,0.2012,0.0687,0.3255,0.3203,0.213,0.0318,0.3202,0.2963,0.3002,0.0363,0.0006,0.5505,0.3101,0.5701,0.6427,0.541,0.5179,0.6158,0.609,0.5898,0.6217,0.4967,0.0006,0.5829,0.1983,0.5742,0.4981,0.5103,0.4443,0.3137,0.6305,0.6316,0.6773,0.2731,-1
0.5656,0.1173,0.4199,0.0232,0.8213,0.126,0.3552,0.0247,0.8031,0.1228,0.5375,0.0268,0.0018,0.7397,0.4663,0.8883,0.8324,0.7269,0.7497,0.8449,0.5544,0.6886,0.6932,0.5174,0.0018,0.7442,0.2805,0.8786,0.7853,0.5824,0.6175,0.7262,0.497,0.7283,0.5092,0.3717,-1
0.1508,0.4012,0.1105,0.0335,0.1762,0.3869,0.0965,0.0271,0.1539,0.4108,0.1357,0.0284,0.0035,0.4539,0.514,0.6196,0.5649,0.6133,0.4952,0.4626,0.2961,0.4686,0.591,0.4166,0.0035,0.4887,0.3376,0.5829,0.4423,0.5327,0.2898,0.1986,0.3392,0.7049,0.5967,0.2945,-1
0.2374,0.4139,0.2881,0.4935,0.2807,0.4171,0.2696,0.46,0.2647,0.3774,0.3388,0.4655,0.0003,0.5513,0.2074,0.5368,0.6272,0.5938,0.5312,0.5802,0.523,0.464,0.4292,1,0.0003,0.676,0.1174,0.419,0.5318,0.4095,0.5016,0.5408,0.4431,0.6132,0.4041,0.816,-1
0.1623,0.272,0.2318,0.0843,0.2155,0.2705,0.2226,0.0452,0.2084,0.2623,0.2955,0.0492,0.0013,0.567,0.11,0.6339,0.6987,0.6209,0.5299,0.6715,0.4483,0.6106,0.6807,0.4738,0.0013,0.8123,0.6389,0.6487,0.5483,0.3566,0.3436,0.3384,0.2392,0.7502,0.6721,0.362,-1
0.2722,0.3215,0.23,0.0926,0.3178,0.3653,0.1927,0.0703,0.2867,0.3636,0.263,0.0742,0.0058,0.6587,0.194,0.6773,0.6917,0.7252,0.6761,0.8034,0.7245,0.551,0.7693,0.4102,0.0058,0.6998,0.1209,0.693,0.7103,0.8176,0.8342,0.65,0.7755,0.7417,0.7575,0.3978,-1
0.3522,0.5381,0.4282,0.4414,0.465,0.789,0.5179,0.4956,0.4229,0.8092,0.5898,0.5068,0.0002,0.4803,0.8417,0.4139,0.5255,0.4859,0.4565,0.6599,0.4541,0.4104,0.5974,0.2909,0.0002,0.521,0.0225,0.0906,0.2286,0.1807,0.2719,0.3443,0.455,0.4656,0.6753,0.0892,-1
